,PlayerName,Season,Position,Age,Team,OffensiveRating,DefensiveRating,RatingSum,scaledRatingSum
0,LeBron James,2007,SF,22,CLE,94,91,176,92
1,Tim Duncan*,2007,C,30,SAS,89,95,174,91
2,Dwyane Wade,2007,SG,25,MIA,94,88,173,91
3,Dirk Nowitzki,2007,PF,28,DAL,95,85,173,91
4,Kevin Garnett*,2007,PF,30,MIN,90,91,172,90
5,Tracy McGrady*,2007,SG,27,HOU,92,86,170,89
6,Kobe Bryant*,2007,SG,28,LAL,97,80,170,89
7,Manu Ginóbili*,2007,SG,29,SAS,89,89,169,88
8,Shawn Marion,2007,SF,28,PHO,86,93,169,88
9,Elton Brand,2007,PF,27,LAC,89,86,168,88
10,Marcus Camby,2007,C,32,DEN,82,97,168,88
11,Dwight Howard,2007,C,21,ORL,86,90,167,87
12,Gilbert Arenas,2007,PG,25,WAS,94,79,167,87
13,Amar'e Stoudemire,2007,C,24,PHO,88,85,166,86
14,Yao Ming*,2007,C,26,HOU,88,85,166,86
15,Vince Carter,2007,SG,30,NJN,92,80,166,86
16,Steve Nash*,2007,PG,32,PHO,94,75,165,86
17,Chris Paul,2007,PG,21,NOK,88,84,165,86
18,Luol Deng,2007,SF,21,CHI,86,88,165,86
19,Baron Davis,2007,PG,27,GSW,88,84,165,86
20,Jason Kidd*,2007,PG,33,NJN,87,86,165,86
21,Gerald Wallace,2007,SF,24,CHA,86,88,165,86
22,Metta World Peace,2007,SF,27,SAC,86,86,164,85
23,Andre Iguodala,2007,SG,23,PHI,86,86,164,85
24,Chauncey Billups,2007,PG,30,DET,89,81,164,85
25,Chris Bosh*,2007,C,22,TOR,88,83,164,85
26,Josh Smith,2007,SF,21,ATL,82,91,164,85
27,Ben Wallace*,2007,C,32,CHI,78,97,164,85
28,Tony Parker,2007,PG,24,SAS,88,81,163,85
29,Kirk Hinrich,2007,PG,26,CHI,86,85,163,85
30,Jermaine O'Neal,2007,C,28,IND,83,88,163,85
31,Josh Howard,2007,SF,26,DAL,86,84,163,85
32,Jason Terry,2007,SG,29,DAL,88,80,162,84
33,Allen Iverson*,2007,SG-PG,31,DEN,88,79,162,84
34,Pau Gasol,2007,C,26,MEM,88,80,162,84
35,Paul Pierce*,2007,SG,29,BOS,89,78,162,84
36,Carmelo Anthony,2007,SF,22,DEN,90,76,162,84
37,Ray Allen*,2007,SG,31,SEA,90,75,161,83
38,Rasheed Wallace,2007,C,32,DET,81,88,161,83
39,Kevin Martin,2007,SG,23,SAC,88,78,161,83
40,Rashard Lewis,2007,SF,27,SEA,88,78,161,83
41,Ben Gordon,2007,SG,23,CHI,87,80,161,83
42,Andrei Kirilenko,2007,SF,25,UTA,80,89,160,83
43,Rafer Alston,2007,PG,30,HOU,81,86,160,83
44,Leandro Barbosa,2007,SG,24,PHO,87,79,160,83
45,Richard Hamilton,2007,SG,28,DET,87,78,160,83
46,Caron Butler,2007,SF,26,WAS,84,81,160,83
47,Tyson Chandler,2007,C,24,NOK,81,85,159,82
48,Shane Battier,2007,SF,28,HOU,80,86,159,82
49,Al Jefferson,2007,C,22,BOS,83,83,159,82
50,Zach Randolph,2007,PF,25,POR,88,75,159,82
51,T.J. Ford,2007,PG,23,TOR,84,79,158,82
52,Joe Johnson,2007,SG,25,ATL,88,74,158,82
53,Michael Redd,2007,SF,27,MIL,89,73,158,82
54,David West,2007,PF,26,NOK,84,79,158,82
55,Zydrunas Ilgauskas,2007,C,31,CLE,81,84,158,82
56,Corey Maggette,2007,SF,27,LAC,84,79,158,82
57,Tayshaun Prince,2007,SF,26,DET,84,79,158,82
58,Antawn Jamison,2007,PF,30,WAS,86,78,158,82
59,Lamar Odom,2007,PF,27,LAL,83,80,158,82
60,Deron Williams,2007,PG,22,UTA,87,75,158,82
61,Devin Harris,2007,PG,23,DAL,81,84,158,82
62,Mehmet Okur,2007,C,27,UTA,86,76,158,82
63,Ruben Patterson,2007,SF,31,MIL,84,78,157,81
64,Jamaal Tinsley,2007,PG,28,IND,82,81,157,81
65,Samuel Dalembert,2007,C,25,PHI,80,84,157,81
66,Grant Hill*,2007,SG,34,ORL,82,80,157,81
67,Drew Gooden,2007,PF,25,CLE,81,83,157,81
68,Ricky Davis,2007,SF,27,MIN,84,78,157,81
69,Monta Ellis,2007,SG,21,GSW,82,80,157,81
70,Andre Miller,2007,PG,30,PHI,83,79,157,81
71,Brent Barry,2007,SG,35,SAS,82,81,157,81
72,Anthony Parker,2007,SG,31,TOR,82,79,156,81
73,Raymond Felton,2007,PG,22,CHA,82,79,156,81
74,Danny Granger,2007,SF,23,IND,82,79,156,81
75,Mo Williams,2007,PG,24,MIL,84,75,156,81
76,Luther Head,2007,SG,24,HOU,81,81,156,81
77,Nenê,2007,C,24,DEN,81,81,156,81
78,Paul Millsap,2007,PF,21,UTA,80,83,156,81
79,Chris Webber*,2007,PF,33,DET,80,83,156,81
80,Rajon Rondo,2007,PG,20,BOS,77,86,156,81
81,Larry Hughes,2007,SG,28,CLE,80,83,156,81
82,Anderson Varejão,2007,C,24,CLE,77,86,156,81
83,Mike Bibby,2007,PG,28,SAC,84,75,156,81
84,José Calderón,2007,PG,25,TOR,83,78,156,81
85,Brandon Roy,2007,SG,22,POR,84,76,156,81
86,Darko Miličić,2007,PF,21,ORL,77,85,155,80
87,Brian Cardinal,2007,PF,29,MEM,80,81,155,80
88,Sean May,2007,PF,22,CHA,82,78,155,80
89,Andrés Nocioni,2007,PF,27,CHI,81,80,155,80
90,Mike Miller,2007,SG,26,MEM,86,73,155,80
91,Tony Allen,2007,SG,25,BOS,80,81,155,80
92,Stephen Jackson,2007,SF-SG,28,GSW,82,78,155,80
93,Tim Thomas,2007,PF,29,LAC,81,79,155,80
94,Cuttino Mobley,2007,SG,31,LAC,81,79,155,80
95,Hedo Türkoğlu,2007,SF,27,ORL,81,79,155,80
96,Zaza Pachulia,2007,C,22,ATL,81,79,155,80
97,Trevor Ariza,2007,SG,21,ORL,80,81,155,80
98,Josh Childress,2007,SG,23,ATL,82,78,155,80
99,Chris Wilcox,2007,PF,24,SEA,82,78,155,80
100,Renaldo Balkman,2007,SF,22,NYK,77,84,155,80
101,Stephon Marbury,2007,PG,29,NYK,84,74,155,80
102,Delonte West,2007,SG,23,BOS,81,79,155,80
103,Matt Barnes,2007,PF,26,GSW,81,80,155,80
104,Jason Richardson,2007,SG,26,GSW,82,78,155,80
105,Mike Dunleavy,2007,SG-PF,26,IND,81,80,155,80
106,Steve Francis,2007,SG,29,NYK,81,78,154,79
107,Jerry Stackhouse,2007,SF,32,DAL,82,76,154,79
108,Eddy Curry,2007,C,24,NYK,83,74,154,79
109,Tyrus Thomas,2007,PF,20,CHI,75,86,154,79
110,Donyell Marshall,2007,PF,33,CLE,80,80,154,79
111,Jamal Crawford,2007,SG,26,NYK,83,74,154,79
112,Al Harrington,2007,PF,26,GSW,82,76,154,79
113,Chris Kaman,2007,C,24,LAC,77,83,154,79
114,Kyle Korver,2007,SF,25,PHI,82,76,154,79
115,Jameer Nelson,2007,PG,24,ORL,81,78,154,79
116,Darrell Armstrong,2007,PG,38,IND,80,80,154,79
117,Chris Duhon,2007,PG,24,CHI,78,81,154,79
118,James Posey,2007,SF,30,MIA,78,81,154,79
119,Andrew Bogut,2007,C,22,MIL,81,78,154,79
120,Brevin Knight,2007,PG,31,CHA,80,79,153,79
121,Matt Harpring,2007,SF,30,UTA,81,76,153,79
122,Robert Horry,2007,PF,36,SAS,76,84,153,79
123,Bobby Jackson,2007,SG,33,NOK,80,78,153,79
124,Jarrett Jack,2007,PG,23,POR,82,75,153,79
125,Shaun Livingston,2007,PG,21,LAC,80,79,153,79
126,Nenad Krstić,2007,C,23,NJN,81,76,153,79
127,Dorell Wright,2007,SF,21,MIA,76,83,153,79
128,Eddie Jones,2007,SG,35,MIA,78,80,153,79
129,Raja Bell,2007,SG,30,PHO,82,75,153,79
