,PlayerName,Season,Position,Age,Team,OffensiveRating,DefensiveRating,RatingSum,scaledRatingSum
0,LeBron James,2012,SF,27,MIA,96,95,181,95
1,Kevin Durant,2012,SF,23,OKC,93,90,174,91
2,Chris Paul,2012,PG,26,LAC,93,90,174,91
3,Dwight Howard,2012,C,26,ORL,86,97,171,89
4,Dwyane Wade,2012,SG,30,MIA,90,90,171,89
5,Josh Smith,2012,PF,26,ATL,85,95,169,88
6,Kevin Love,2012,PF,23,MIN,91,83,167,87
7,Paul Millsap,2012,PF,26,UTA,85,90,166,86
8,Russell Westbrook,2012,PG,23,OKC,90,83,166,86
9,Kevin Garnett*,2012,C,35,BOS,83,93,165,86
10,Marc Gasol,2012,C,27,MEM,83,91,165,86
11,Andre Iguodala,2012,SF,28,PHI,83,93,165,86
12,Blake Griffin,2012,PF,22,LAC,88,84,165,86
13,Andrew Bynum,2012,C,24,LAL,86,86,165,86
14,Kobe Bryant*,2012,SG,33,LAL,90,80,164,85
15,Paul Pierce*,2012,SF,34,BOS,85,88,164,85
16,Al Jefferson,2012,C,27,UTA,86,85,164,85
17,Carlos Boozer,2012,PF,30,CHI,83,90,164,85
18,Derrick Rose,2012,PG,23,CHI,88,83,164,85
19,Carmelo Anthony,2012,SF,27,NYK,87,83,163,85
20,Greg Monroe,2012,C,21,DET,85,85,163,85
21,Joakim Noah,2012,C,26,CHI,81,91,163,85
22,Tim Duncan*,2012,C,35,SAS,84,88,163,85
23,Pau Gasol,2012,PF,31,LAL,85,86,163,85
24,Dirk Nowitzki,2012,PF,33,DAL,87,83,163,85
25,Rudy Gay,2012,SF,25,MEM,84,86,162,84
26,James Harden,2012,SG,22,OKC,87,81,162,84
27,Mike Conley,2012,PG,24,MEM,83,88,162,84
28,Tyson Chandler,2012,C,29,NYK,81,89,162,84
29,LaMarcus Aldridge,2012,PF,26,POR,87,81,162,84
30,Rajon Rondo,2012,PG,25,BOS,83,88,162,84
31,Paul George,2012,SG,21,IND,80,90,161,83
32,Serge Ibaka,2012,PF,22,OKC,79,91,161,83
33,Tony Parker,2012,PG,29,SAS,87,79,161,83
34,Marcin Gortat,2012,C,27,PHO,84,85,161,83
35,Kyle Lowry,2012,PG,25,HOU,84,84,161,83
36,Luol Deng,2012,SF,26,CHI,80,88,160,83
37,Lou Williams,2012,PG,25,PHI,85,81,160,83
38,Ryan Anderson,2012,PF,23,ORL,86,79,160,83
39,Jeff Teague,2012,PG,23,ATL,80,88,160,83
