,PlayerName,Season,Position,Age,Team,OffensiveRating,DefensiveRating,RatingSum,scaledRatingSum
0,LeBron James,2011,SF,26,MIA,97,89,177,93
1,Dwight Howard,2011,C,25,ORL,90,97,176,92
2,Dwyane Wade,2011,SG,29,MIA,94,88,174,91
3,Chris Paul,2011,PG,25,NOH,92,89,172,90
4,Derrick Rose,2011,PG,22,CHI,94,84,171,89
5,Kevin Durant,2011,SF,22,OKC,94,83,170,89
6,Pau Gasol,2011,C,30,LAL,90,86,169,88
7,Russell Westbrook,2011,PG,22,OKC,92,83,168,88
8,Kobe Bryant*,2011,SG,32,LAL,93,81,168,88
9,Dirk Nowitzki,2011,PF,32,DAL,92,83,168,88
10,Paul Pierce*,2011,SF,33,BOS,88,86,167,87
11,Kevin Garnett*,2011,PF,34,BOS,84,91,167,87
12,Amar'e Stoudemire,2011,C,28,NYK,90,83,167,87
13,Blake Griffin,2011,PF,21,LAC,90,81,166,86
14,LaMarcus Aldridge,2011,PF,25,POR,89,83,166,86
15,Tim Duncan*,2011,C,34,SAS,86,89,166,86
16,Manu Ginóbili*,2011,SG,33,SAS,89,84,166,86
17,Josh Smith,2011,PF,25,ATL,84,89,165,86
18,Al Horford,2011,C,24,ATL,87,85,165,86
19,Lamar Odom,2011,PF,31,LAL,87,84,164,85
20,Kevin Martin,2011,SG,27,HOU,92,76,164,85
21,Nenê,2011,C,28,DEN,86,85,164,85
22,Kevin Love,2011,PF,22,MIN,90,79,164,85
23,Zach Randolph,2011,PF,29,MEM,89,80,164,85
24,Carmelo Anthony,2011,SF,26,NYK,90,79,164,85
25,Danny Granger,2011,SF,27,IND,87,83,163,85
26,Rajon Rondo,2011,PG,24,BOS,83,88,163,85
27,Chris Bosh*,2011,PF,26,MIA,87,83,163,85
28,Andrew Bogut,2011,C,26,MIL,81,91,163,85
29,Luol Deng,2011,SF,25,CHI,84,85,163,85
30,Monta Ellis,2011,SG,25,GSW,89,79,163,85
31,Elton Brand,2011,PF,31,PHI,84,85,163,85
32,Andre Iguodala,2011,SF,27,PHI,84,85,163,85
33,David West,2011,PF,30,NOH,87,83,163,85
34,Rudy Gay,2011,SF,24,MEM,84,85,163,85
35,Ray Allen*,2011,SG,35,BOS,86,83,162,84
36,Marc Gasol,2011,C,26,MEM,82,88,162,84
37,Tony Parker,2011,PG,28,SAS,88,79,162,84
38,Joakim Noah,2011,C,25,CHI,82,88,162,84
39,Deron Williams,2011,PG,26,NJN,90,76,162,84
40,Gerald Wallace,2011,SF-PF,28,POR,83,86,162,84
41,Paul Millsap,2011,PF,25,UTA,86,83,162,84
42,Steve Nash*,2011,PG,36,PHO,90,74,161,83
43,Brook Lopez,2011,C,22,NJN,87,79,161,83
